id,title,product_id,engagement_id,severity_num,cvss_score,age_days,has_cve,has_cwe,tags_count,is_false_positive,is_active,severity_x_active,product_fp_rate,cvss_severity_gap,composite_risk,days_to_fix,fixed_in_30d
276,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
277,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
278,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
279,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
280,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
281,SQL-Injection-Template,4,2,3,0.0,5,0,1,0,0,0,0,0.0031,3.0,0.9066666666666666,0,1
282,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
283,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
284,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
285,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
286,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
287,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
288,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
289,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
290,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
291,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
292,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
293,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
294,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
295,No-Console-Log,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
296,webpack@1.0.0: Regular Expression Denial of Service (ReDoS),4,2,2,5.0,5,0,1,2,0,0,0,0.0031,0.0,1.0466666666666666,0,1
297,webpack@1.0.0: Code Injection,4,2,3,6.8,5,0,1,2,0,0,0,0.0031,0.28,1.4906666666666668,0,1
298,webpack@1.0.0: Prototype Pollution,4,2,2,6.5,5,0,1,2,0,0,0,0.0031,0.6,1.1666666666666665,0,1
299,webpack@1.0.0: Directory Traversal,4,2,3,7.5,5,0,1,2,0,1,3,0.0031,0.0,1.5466666666666666,0,1
300,webpack@1.0.0: Regular Expression Denial of Service (ReDoS),4,2,3,7.1,5,0,1,2,0,1,3,0.0031,0.16,1.5146666666666666,0,1
301,webpack@1.0.0: Allocation of Resources Without Limits or Throttling,4,2,2,3.5,5,0,1,1,0,1,2,0.0031,0.6,0.9066666666666666,0,1
302,webpack@1.0.0: Allocation of Resources Without Limits or Throttling,4,2,2,3.5,5,0,1,1,0,1,2,0.0031,0.6,0.9066666666666666,0,1
303,Cross-Domain Misconfiguration,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
304,Storable and Cacheable Content,4,2,0,0.0,5,0,1,0,0,1,0,0.0031,0.0,0.006666666666666666,0,1
305,Insufficient Site Isolation Against Spectre Vulnerability,4,2,1,0.0,5,0,1,0,0,0,0,0.0031,1.0,0.3066666666666667,0,1
306,Strict-Transport-Security Header Not Set,4,2,1,0.0,5,0,1,0,0,0,0,0.0031,1.0,0.3066666666666667,0,1
307,Timestamp Disclosure - Unix,4,2,1,0.0,5,0,1,0,0,0,0,0.0031,1.0,0.3066666666666667,0,1
308,X-Content-Type-Options Header Missing,4,2,1,0.0,5,0,1,0,0,0,0,0.0031,1.0,0.3066666666666667,0,1
309,Base64 Disclosure,4,2,0,0.0,5,0,1,0,0,0,0,0.0031,0.0,0.006666666666666666,0,1
310,Re-Examine Cache-Control Directives,4,2,0,0.0,5,0,1,0,0,0,0,0.0031,0.0,0.006666666666666666,0,1
311,Retrieved From Cache,4,2,0,0.0,5,0,1,0,0,0,0,0.0031,0.0,0.006666666666666666,0,1
312,Storable and Cacheable Content,4,2,0,0.0,5,0,1,0,0,1,0,0.0031,0.0,0.006666666666666666,0,1
313,CORS Misconfiguration,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
314,Cross-Domain Misconfiguration,4,2,2,0.0,5,0,1,0,0,0,0,0.0031,2.0,0.6066666666666667,0,1
